FinalID,BOLD_Records,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_CA,BOLD_Records_COI_SW,BOLD_Records_COI_USA,BOLD_Records_ITS,BOLD_Records_ITS_CA,BOLD_Records_ITS_SW,BOLD_Records_ITS_USA,BOLD_Records_matK,BOLD_Records_matK_CA,BOLD_Records_matK_SW,BOLD_Records_matK_USA,BOLD_Records_rbcL,BOLD_Records_rbcL_CA,BOLD_Records_rbcL_SW,BOLD_Records_rbcL_USA,BOLD_Records_SW,BOLD_Records_trnL,BOLD_Records_trnL_CA,BOLD_Records_trnL_SW,BOLD_Records_trnL_USA,BOLD_Records_USA,CommonName,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode
Pseudoleskea stenophylla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,Pseudoleskea,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Pseudoleskea,NA,Pseudoleskea stenophylla,NA,NA,60
Pseudoleskea tribulosa,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pseudoleskea,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Pseudoleskea,NA,Pseudoleskea tribulosa,NA,NA,60
Pseudoleskeella,28,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,NA,Leskeaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Pseudoleskeella,NA,Pseudoleskeella,NA,NA,50
Pseudoleskeella serpentinensis,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pseudoleskeella,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Pseudoleskeella,NA,Pseudoleskeella serpentinensis,NA,NA,60
Pseudoleskeella tectorum,11,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Pseudoleskeella,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Pseudoleskeella,NA,Pseudoleskeella tectorum,NA,NA,60
Pseudoscleropodium,9,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Platyhypnidium,NA,Pseudoscleropodium,NA,NA,50
Pseudoscleropodium purum,9,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,Pseudoscleropodium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Platyhypnidium,NA,Pseudoscleropodium purum,NA,NA,60
Pterygoneurum,11,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Pterygoneurum,NA,Pterygoneurum,NA,NA,50
Pterygoneurum californicum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pterygoneurum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Pterygoneurum,NA,Pterygoneurum californicum,NA,NA,60
Pterygoneurum lamellatum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pterygoneurum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Pterygoneurum,NA,Pterygoneurum lamellatum,NA,NA,60
Pterygoneurum ovatum,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Pterygoneurum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Pterygoneurum,NA,Pterygoneurum ovatum,NA,NA,60
Pterygoneurum subsessile,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Pterygoneurum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Pterygoneurum,NA,Pterygoneurum subsessile,NA,NA,60
Ptychostomum,123,0,0,0,0,0,53,0,0,1,0,0,0,0,40,0,0,1,0,30,0,0,0,2,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum,NA,NA,50
Ptychostomum arcticum,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum arcticum,NA,NA,60
Ptychostomum badium,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum badium,NA,NA,60
Ptychostomum bimum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum bimum,NA,NA,60
Ptychostomum cernuum,8,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum cernuum,NA,NA,60
Ptychostomum creberrimum,9,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum creberrimum,NA,NA,60
Ptychostomum cyclophyllum,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum cyclophyllum,NA,NA,60
Ptychostomum inclinatum,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum inclinatum,NA,NA,60
Ptychostomum lonchocaulon,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum lonchocaulon,NA,NA,60
Ptychostomum neodamense,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum neodamense,NA,NA,60
Ptychostomum pallens,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum pallens,NA,NA,60
Ptychostomum pallescens,12,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum pallescens,NA,NA,60
Ptychostomum pseudotriquetrum,16,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum pseudotriquetrum,NA,NA,60
Ptychostomum schleicheri,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum schleicheri,NA,NA,60
Ptychostomum turbinatum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum turbinatum,NA,NA,60
Ptychostomum weigelii,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Ptychostomum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Ptychostomum,NA,Ptychostomum weigelii,NA,NA,60
Racomitrium,170,0,5,0,0,0,91,0,0,9,22,0,0,0,32,0,0,0,0,20,0,0,0,9,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Racomitrium,NA,Racomitrium,NA,NA,50
Racomitrium lanuginosum,29,0,0,0,0,0,7,0,0,0,2,0,0,0,13,0,0,0,0,7,0,0,0,0,NA,Racomitrium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Racomitrium,NA,Racomitrium lanuginosum,NA,NA,60
Rhynchostegium,192,0,0,0,0,0,183,0,0,17,0,0,0,0,6,0,0,1,0,3,0,0,1,19,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Rhynchostegium,NA,Rhynchostegium,NA,NA,50
Rhynchostegium aquaticum,16,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Rhynchostegium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Rhynchostegium,NA,Rhynchostegium aquaticum,NA,NA,60
Rhynchostegium serrulatum,12,0,0,0,0,0,8,0,0,7,0,0,0,0,2,0,0,1,0,2,0,0,1,9,NA,Rhynchostegium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Rhynchostegium,NA,Rhynchostegium serrulatum,NA,NA,60
Roellia,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Roellia,NA,Roellia,NA,NA,50
Roellia roellia,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Roellia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Roellia,NA,Roellia roellia,NA,NA,60
Rosulabryum,7,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum,NA,NA,50
Rosulabryum canariense,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum canariense,NA,NA,60
Rosulabryum capillare,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum capillare,NA,NA,60
Rosulabryum elegans,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum elegans,NA,NA,60
Rosulabryum flaccidum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum flaccidum,NA,NA,60
Rosulabryum gemmascens,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum gemmascens,NA,NA,60
Rosulabryum laevifilum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum laevifilum,NA,NA,60
Rosulabryum rubens,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum rubens,NA,NA,60
Rosulabryum torquescens,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Rosulabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Rosulabryum,NA,Rosulabryum torquescens,NA,NA,60
Sanionia,278,0,0,0,0,0,248,0,1,16,2,0,0,0,17,0,0,0,1,11,0,0,0,16,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Sanionia,NA,Sanionia,NA,NA,50
Sanionia uncinata,257,0,0,0,0,0,234,0,1,14,2,0,0,0,14,0,0,0,1,7,0,0,0,14,NA,Sanionia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Sanionia,NA,Sanionia uncinata,NA,NA,60
Schistidium,500,0,0,0,0,0,442,0,1,8,2,0,0,0,36,0,1,3,3,20,0,1,2,13,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium,NA,NA,50
Schistidium agassizii,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium agassizii,NA,NA,60
Schistidium atrichum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium atrichum,NA,NA,60
Schistidium cinclidodonteum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium cinclidodonteum,NA,NA,60
Schistidium confertum,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium confertum,NA,NA,60
Schistidium dupretii,13,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium dupretii,NA,NA,60
Schistidium flaccidum,10,0,0,0,0,0,6,0,1,2,0,0,0,0,2,0,1,2,3,2,0,1,2,6,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium flaccidum,NA,NA,60
Schistidium maritimum,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium maritimum,NA,NA,60
Schistidium occidentale,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium occidentale,NA,NA,60
Schistidium platyphyllum,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium platyphyllum,NA,NA,60
Schistidium rivulare,19,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium rivulare,NA,NA,60
Schistidium tenerum,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Schistidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Schistidium,NA,Schistidium tenerum,NA,NA,60
Scleropodium,183,85,0,0,0,0,170,85,85,116,0,0,0,0,6,0,0,0,85,7,0,0,0,116,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Scleropodium,NA,Scleropodium,NA,NA,50
Scleropodium californicum,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,Scleropodium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Scleropodium,NA,Scleropodium californicum,NA,NA,60
Scleropodium cespitans,20,6,0,0,0,0,17,6,6,9,0,0,0,0,1,0,0,0,6,2,0,0,0,9,NA,Scleropodium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Scleropodium,NA,Scleropodium cespitans,NA,NA,60
Scleropodium julaceum,11,10,0,0,0,0,11,10,10,11,0,0,0,0,0,0,0,0,10,0,0,0,0,11,NA,Scleropodium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Scleropodium,NA,Scleropodium julaceum,NA,NA,60
Scleropodium obtusifolium,46,22,0,0,0,0,40,22,22,37,0,0,0,0,3,0,0,0,22,3,0,0,0,37,NA,Scleropodium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Scleropodium,NA,Scleropodium obtusifolium,NA,NA,60
Scleropodium touretii,76,18,0,0,0,0,72,18,18,29,0,0,0,0,2,0,0,0,18,2,0,0,0,29,NA,Scleropodium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Scleropodium,NA,Scleropodium touretii,NA,NA,60
Scopelophila,5,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Scopelophila,NA,Scopelophila,NA,NA,50
Scopelophila cataractae,5,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,NA,Scopelophila,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Scopelophila,NA,Scopelophila cataractae,NA,NA,60
Scopelophila ligulata,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Scopelophila,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Scopelophila,NA,Scopelophila ligulata,NA,NA,60
Stegonia,15,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Stegonia,NA,Stegonia,NA,NA,50
Stegonia hyalinotricha,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Stegonia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Stegonia,NA,Stegonia hyalinotricha,NA,NA,60
Stegonia latifolia,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,NA,Stegonia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Stegonia,NA,Stegonia latifolia,NA,NA,60
Stegonia pilifera,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Stegonia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Stegonia,NA,Stegonia pilifera,NA,NA,60
Syntrichia,374,3,0,0,0,0,329,3,6,6,2,0,0,0,28,0,0,0,6,15,0,0,0,6,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia,NA,NA,50
Syntrichia bartramii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia bartramii,NA,NA,60
Syntrichia caninervis,6,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia caninervis,NA,NA,60
Syntrichia laevipiloa,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia laevipiloa,NA,NA,60
Syntrichia latifolia,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia latifolia,NA,NA,60
Syntrichia montana,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia montana,NA,NA,60
Syntrichia norvegica,49,0,0,0,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia norvegica,NA,NA,60
Syntrichia obtusifolia,374,3,0,0,0,0,329,3,6,6,2,0,0,0,28,0,0,0,6,15,0,0,0,6,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia obtusifolia,NA,NA,60
Syntrichia pagorum,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia pagorum,NA,NA,60
Syntrichia papillosa,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia papillosa,NA,NA,60
Syntrichia papillosissima,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia papillosissima,NA,NA,60
Syntrichia princeps,19,2,0,0,0,0,15,2,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia princeps,NA,NA,60
Syntrichia ruralis,116,0,0,0,0,0,95,0,0,0,2,0,0,0,13,0,0,0,0,6,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia ruralis,NA,NA,60
Syntrichia sucrosa,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Syntrichia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Syntrichia,NA,Syntrichia sucrosa,NA,NA,60
