CommonName,FinalID,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode,BOLD_Records,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_CA,BOLD_Records_COI_SW,BOLD_Records_COI_USA,BOLD_Records_ITS,BOLD_Records_ITS_CA,BOLD_Records_ITS_SW,BOLD_Records_ITS_USA,BOLD_Records_rbcL,BOLD_Records_rbcL_CA,BOLD_Records_rbcL_SW,BOLD_Records_rbcL_USA,BOLD_Records_SW,BOLD_Records_trnL,BOLD_Records_trnL_CA,BOLD_Records_trnL_SW,BOLD_Records_trnL_USA,BOLD_Records_USA,GB_18S_count,GB_chloro_count,GB_mito_count,GB_mito_fl_count
NA,Pohlia flexuosa,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia flexuosa,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia lescuriana,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia lescuriana,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia longibracteata,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia longibracteata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia ludwigii,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia ludwigii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia nutans,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia nutans,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia obtusifolia,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia obtusifolia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia pacifica,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia pacifica,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia proligera,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia proligera,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia robertsonnii,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia robertsonnii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia tundrae,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia tundrae,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pohlia wahlenbergii,Pohlia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Pohlia,NA,Pohlia wahlenbergii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pottiaceae,Pottiales,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,NA,NA,Pottiaceae,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum,Orthotrichaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum affine,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum affine,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum alpestre,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum alpestre,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum anodon,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum anodon,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum bolanderi,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum bolanderi,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum consimile,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum consimile,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum coulteri,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum coulteri,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum cupulatum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum cupulatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum diaphanum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum diaphanum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum euryphyllum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum euryphyllum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum flowersii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum flowersii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum hallii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum hallii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum holzingeri,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum holzingeri,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum kellmanii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum kellmanii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum laevigatum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum laevigatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum lyellii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum lyellii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum macounii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum macounii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum norissii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum norissii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum pallens,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pallens,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum papillosum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum papillosum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum pellucidum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pellucidum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum praemorsum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum praemorsum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum pulchellum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pulchellum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum pumilum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pumilum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum pylaisii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pylaisii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum rivulare,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum rivulare,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum rupestre,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum rupestre,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum schimperi,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum schimperi,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum shawii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum shawii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum shevockii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum shevockii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum speciosum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum speciosum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum striatum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum striatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum texanum,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum texanum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Orthotrichum unerwoodii,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum unerwoodii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Meesiaceae,Splachnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,NA,NA,Meesiaceae,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Acaulon,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Acaulon,NA,Acaulon,NA,NA,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
NA,Acaulon rufescens,Acaulon,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Acaulon,NA,Acaulon rufescens,NA,NA,60,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Acaulon triquetrum,Acaulon,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Acaulon,NA,Acaulon triquetrum,NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NA,Aloina,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Aloina,NA,Aloina,NA,NA,50,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,8,1,1
NA,Aloina ambigua,Aloina,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Aloina,NA,Aloina ambigua,NA,NA,60,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Aloina bifrons,Aloina,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Aloina,NA,Aloina bifrons,NA,NA,60,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Aloina rigida,Aloina,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Aloina,NA,Aloina rigida,NA,NA,60,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,1
NA,Anoectangium,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Anoectangium,NA,Anoectangium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Anoectangium handelii,Anoectangium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Anoectangium,NA,Anoectangium handelii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Barbula,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Barbula,NA,Barbula,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Barbula bolleana,Barbula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Barbula,NA,Barbula bolleana,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Barbula convoluta,Barbula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Barbula,NA,Barbula convoluta,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Barbula eustegia,Barbula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Barbula,NA,Barbula eustegia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Barbula unguiculata,Barbula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Barbula,NA,Barbula unguiculata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bryoerythrophyllum,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Bryoerythrophyllum,NA,Bryoerythrophyllum,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bryoerythrophyllum columbianum,Bryoerythrophyllum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Bryoerythrophyllum,NA,Bryoerythrophyllum columbianum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bryoerythrophyllum ferruginascens,Bryoerythrophyllum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Bryoerythrophyllum,NA,Bryoerythrophyllum ferruginascens,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bryoerythrophyllum recurvirostrum,Bryoerythrophyllum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Bryoerythrophyllum,NA,Bryoerythrophyllum recurvirostrum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crossidium,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crossidium,NA,Crossidium,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crossidium aberrans,Crossidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crossidium,NA,Crossidium aberrans,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crossidium crassinerve,Crossidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crossidium,NA,Crossidium crassinerve,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crossidium seriatum,Crossidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crossidium,NA,Crossidium seriatum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crossidium squamiferum,Crossidium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crossidium,NA,Crossidium squamiferum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crumia,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crumia,NA,Crumia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Crumia latifolia,Crumia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Crumia,NA,Crumia latifolia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Didymodon,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Didymodon,NA,Didymodon,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Didymodon australasiae,Didymodon,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Didymodon,NA,Didymodon australasiae,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Didymodon bistratosus,Didymodon,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Didymodon,NA,Didymodon bistratosus,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
